Direction,Month,Hour,Total_Carriageway_Flow,Total_Flow_vehicles_less_than_5pt2m,Total_Flow_vehicles_5pt21m_6pt6m,Total_Flow_vehicles_6pt61m_11pt6m,Total_Flow_vehicles_above_11pt6m,Speed_Value,WeekDay
M621_J1_WB,10,0,238,37,203,8,15,87,4
A38_M_NB,10,19,340,135,33,50,2,92,5
M621_J4_EB,10,21,72,127,57,65,5,90,6
A38_M_NB,2,5,258,400,18,17,2,89,6
M621_J4_WB,11,5,29,176,17,28,13,102,0
M606_J1toJ2,10,13,184,55,11,19,6,105,4
M621_J4_WB,6,14,7,44,9,0,1,85,2
M621_J1toM62_WB,1,17,344,62,10,46,2,106,5
M621_J7toM1_EB,1,15,194,543,28,6,4,67,6
M621_J1toM62_WB,4,16,47,103,19,6,2,84,0
M621_J7_EB,9,13,266,104,3,4,27,113,2
M621_J7toM1_EB,10,18,594,151,14,73,13,96,4
A38_M_NB,8,12,432,50,149,6,9,84,6
M621_J4_EB,8,21,105,18,17,30,6,80,5
M606_J2toJ1,11,0,463,153,4,57,14,93,4
M606_J1toJ2,4,9,26,652,11,8,2,83,5
M621_J2_WB,6,8,23,513,9,17,9,36,6
M621_J7toM1_EB,8,13,284,38,27,4,2,86,6
A38_M_NB,8,21,79,299,20,40,3,61,5
M621_J7toM1_EB,4,11,41,221,17,49,2,111,1
M621_J6toJ5_WB,8,6,311,173,19,24,2,81,0
M621_J7toJ6_WB,2,20,373,455,1,5,2,88,4
A38_M_NB,1,4,404,128,15,5,1,100,1
M606_J3toJ2,5,3,187,328,5,6,49,82,3
A38_M_NB,6,2,245,171,9,3,1,63,4
M621_J1toM62_WB,9,18,392,203,16,19,11,81,1
A38_M_NB,8,8,286,5,18,23,18,97,2
A38_M_NB,2,11,40,385,8,2,11,73,5
M621_J4_EB,5,12,278,36,11,3,9,98,6
M621_J3toJ2A_EB,6,8,51,198,217,20,1,90,1
M621_J7_EB,6,23,122,33,69,12,5,47,2
A38_M_NB,3,13,215,185,11,24,11,81,2
M621_J1_EB,4,8,54,139,4,13,1,85,1
M621_J3toJ2A_WB,10,18,179,1,2,11,15,90,1
A38_M_NB,10,23,180,57,15,8,13,66,1
M621_J7toJ6_WB,2,10,131,29,10,8,5,71,6
M621_J7toM1_EB,10,8,427,56,55,7,1,61,3
M621_J3toJ2A_EB,12,9,350,115,1,5,37,76,4
M621_J7_EB,3,3,56,244,33,1,2,93,0
M621_J27_WB,1,19,243,251,4,7,3,85,1
A38_M_NB,8,10,117,137,15,11,4,80,4
M621_J1toM62_WB,11,16,4,1,6,45,1,71,6
M621_J3toJ2A_EB,1,13,379,114,3,54,2,69,1
M621_J5toJ6_EB,9,2,83,84,208,17,2,80,5
A38_M_NB,9,8,290,3,17,5,1,80,0
M621_J1toM62_WB,9,8,297,437,77,9,4,78,5
M621_J4_WB,8,12,123,135,19,83,70,103,1
M621_J4_EB,6,2,207,38,45,5,26,57,0
A38_M_NB,10,23,189,137,3,39,7,72,2
M621_J1_EB,4,7,89,283,19,2,0,85,6
A38_M_NB,9,4,267,42,18,3,6,74,6
A38_M_NB,8,4,347,40,3,0,0,49,2
M606_J1toJ2,7,0,168,141,17,3,3,64,4
M621_J1toM62_WB,1,22,95,166,17,3,2,87,1
M621_J2_WB,12,16,286,56,29,2,4,95,5
M621_J7_EB,6,2,255,296,44,14,6,60,6
M621_J6_WB,10,20,21,92,2,10,1,98,6
M621_J2_WB,1,16,232,428,5,2,1,86,1
M606_J3toJ2,4,16,227,64,16,2,44,93,3
A38_M_NB,5,4,750,638,4,3,4,65,4
M621_J7_EB,1,4,2,26,39,1,4,88,1
M621_J1toM62_WB,6,23,92,145,17,37,1,87,0
M621_J4_EB,7,0,54,204,7,4,36,69,3
M621_J4_WB,11,11,522,9,59,4,5,91,4
M621_J5toJ6_EB,3,13,434,78,6,39,5,94,6
M621_J7_EB,10,6,221,57,112,40,8,85,5
M621_J27_WB,10,1,127,16,10,8,17,86,4
M621_J1toM62_WB,8,9,218,23,17,13,10,98,3
M621_J6_EB,3,7,76,227,4,24,6,86,2
M621_J1_EB,4,9,154,172,2,6,0,90,2
A38_M_NB,4,3,178,133,3,8,3,113,6
M621_J7_EB,9,15,3,102,5,7,5,65,2
M621_J4_EB,10,20,55,68,3,6,7,89,4
M621_J1toM62_WB,10,17,239,12,8,6,1,85,3
M621_M1toJ7_WB,9,7,247,30,25,30,0,58,2
M621_J4_WB,10,10,12,177,12,14,2,86,0
A38_M_NB,9,20,127,190,10,1,2,88,5
M621_J1_EB,7,14,351,215,15,7,0,79,3
M621_J3toJ2A_EB,8,19,93,56,1,22,7,70,2
M621_J6_WB,9,13,406,110,13,1,13,85,3
M621_J7_EB,3,19,78,33,16,18,7,81,5
M621_J3toJ2A_WB,5,15,219,176,0,4,4,90,1
A38_M_NB,3,2,572,144,0,4,3,86,0
M621_J1_WB,10,10,59,472,2,8,5,57,1
M621_J1_EB,6,9,354,94,6,2,2,98,1
M621_J7_EB,6,12,19,23,90,6,3,86,6
A38_M_NB,4,18,182,2,31,13,1,111,5
M606_J2toJ1,1,19,47,65,7,24,1,84,4
A38_M_NB,9,16,81,195,1,59,2,91,3
M621_J1toM62_WB,4,19,30,410,35,28,4,81,1
A38_M_NB,3,14,24,177,14,0,12,74,4
M621_J7toM1_EB,10,5,344,62,6,15,23,93,5
M621_J1toM62_WB,8,11,28,48,138,2,1,64,6
M621_J7toJ6_WB,6,6,570,337,3,24,10,68,5
A38_M_NB,4,23,119,55,18,7,4,80,1
M621_J3toJ2A_WB,4,14,222,53,2,8,3,89,0
M621_J5toJ6_EB,6,12,254,435,7,0,2,99,3
M621_J6toJ5_WB,1,0,38,261,3,5,9,88,0
M621_J4_WB,9,4,297,39,16,8,3,88,1
M621_M1toJ7_WB,6,15,223,165,12,5,2,88,6
M621_J4_WB,9,12,59,441,6,7,14,62,0
M621_J4_EB,8,19,19,16,16,5,5,71,0
M621_J7_EB,10,14,61,30,187,1,2,89,3
M621_J4_WB,11,3,240,230,3,11,3,76,0
A38_M_NB,7,13,577,87,4,21,5,92,1
M621_J6_EB,12,1,201,35,27,5,2,104,0
A38_M_NB,10,5,57,14,47,5,5,105,2
A38_M_NB,10,12,67,104,2,7,3,86,5
M606_J3toJ2,8,5,842,458,19,5,3,84,3
M621_J5toJ6_EB,5,4,56,22,8,5,1,51,2
M621_J3toJ2A_WB,10,2,75,143,56,15,0,91,2
M621_J1_EB,5,14,47,31,15,4,8,101,5
M621_J6toJ5_WB,9,22,484,51,290,20,9,94,3
A38_M_NB,5,3,192,183,7,0,13,85,4
M606_J3toJ2,9,11,441,293,24,7,2,84,3
M621_J7_EB,9,10,102,39,18,8,1,111,2
M621_J1_EB,1,22,40,685,47,6,1,88,1
M621_J1_EB,6,13,523,162,8,5,1,107,0
M621_J3toJ2A_EB,3,15,162,38,2,6,3,81,4
M621_J7toJ6_WB,10,5,65,489,2,21,6,84,1
M621_J7toM1_EB,11,19,79,183,3,2,2,89,3
A38_M_NB,7,9,709,198,15,48,19,64,6
M621_J7toM1_EB,4,14,601,136,5,8,3,83,0
M621_J7toM1_EB,1,1,27,163,2,0,15,87,2
M621_J1_EB,9,0,21,365,13,51,1,85,0
A38_M_NB,9,10,61,252,1,7,5,78,5
M621_J1_EB,9,4,285,142,15,5,12,105,4
M621_J6_EB,2,19,110,309,1,8,0,79,2
A38_M_NB,7,0,295,118,8,4,4,72,1
M606_J1toJ2,1,1,671,198,0,11,23,92,4
A38_M_NB,10,13,647,33,7,36,6,80,1
A38_M_NB,6,19,420,16,5,2,2,90,5
M621_J7_EB,10,4,482,46,6,6,4,82,4
M621_J4_EB,4,2,256,239,28,5,9,76,5
M621_J7_EB,10,17,172,220,5,6,85,69,6
A38_M_NB,10,13,183,22,29,8,20,77,5
M621_J4_WB,4,1,182,117,11,1,6,82,4
M621_J3toJ2A_WB,8,23,329,491,15,5,8,78,6
M621_J7_EB,10,0,151,206,57,7,5,81,3
M621_J27_WB,6,5,122,210,2,17,14,102,1
M606_J3toJ2,10,17,311,212,4,5,3,84,3
M621_J2_WB,3,7,11,269,12,6,4,89,1
M621_J27_WB,10,12,159,155,5,35,15,90,2
M621_J4_WB,4,2,602,398,21,4,33,64,5
M621_J7toM1_EB,7,2,118,21,22,6,9,80,3
M621_J1_WB,3,12,292,138,16,3,16,81,1
M621_J3toJ2A_WB,10,21,249,182,11,23,2,71,1
M621_J1_EB,8,8,9,391,6,0,2,83,4
M621_J3toJ2A_EB,8,2,393,3,5,7,4,90,0
M621_J7toM1_EB,4,15,266,66,73,3,3,81,3
M621_J1_EB,4,16,13,13,53,8,4,102,5
M621_J7toM1_EB,12,23,335,10,5,24,1,104,4
M621_J6_EB,3,14,172,32,226,7,18,196,6
M621_J4_WB,8,16,831,1057,4,12,3,91,2
M621_J6toJ5_WB,11,8,563,7,13,3,3,88,5
M621_J3toJ2A_EB,10,9,290,182,11,1,23,87,5
A38_M_NB,9,4,58,183,5,61,0,102,0
M621_M1toJ7_WB,9,16,525,367,301,6,13,100,4
M606_J3toJ2,3,6,69,270,13,0,6,89,1
M606_J3toJ2,4,1,242,58,3,40,1,110,2
M621_J3toJ2A_EB,9,11,60,227,0,8,4,85,5
M621_J1toM62_WB,3,5,159,32,0,9,36,98,1
A38_M_NB,10,5,130,271,15,8,1,91,4
M621_J1toM62_WB,9,18,211,49,21,0,3,81,4
M621_J1_EB,1,5,220,224,30,6,1,87,3
M621_J7toM1_EB,3,12,88,295,37,10,2,88,2
M621_J7toJ6_WB,1,22,432,219,55,18,23,73,5
M621_J4_EB,9,21,79,8,5,5,19,74,5
M621_J4_WB,6,12,34,60,15,32,2,60,5
M621_J3toJ2A_WB,2,18,70,478,29,7,0,83,0
M606_J1toJ2,10,19,120,124,16,3,0,68,0
M621_J6_EB,7,13,300,606,7,4,2,79,6
M606_J2toJ1,8,1,267,21,4,2,3,112,5
M621_J1_WB,4,11,553,667,10,2,3,96,6
M621_J7_EB,4,2,31,25,19,0,6,93,1
M621_J1_EB,4,12,199,200,3,1,8,207,1
A38_M_NB,3,12,267,177,12,2,28,65,3
A38_M_NB,8,19,14,409,4,2,2,89,2
M621_J5toJ6_EB,4,15,199,254,18,3,9,87,5
A38_M_NB,3,8,260,186,0,5,0,61,4
M621_M1toJ7_WB,9,17,161,116,13,0,4,83,5
M621_M1toJ7_WB,2,2,118,37,11,40,1,84,4
M621_J1toM62_WB,3,2,33,124,17,6,2,90,4
M606_J1toJ2,8,20,101,179,9,0,29,86,5
M621_J6toJ5_WB,7,22,172,125,8,4,0,87,1
M621_J5toJ6_EB,3,1,121,185,35,8,1,86,4
M621_J7toM1_EB,1,12,56,186,5,8,9,85,3
M606_J1toJ2,7,13,101,142,26,52,15,96,5
M621_J7toM1_EB,6,22,14,8,18,47,40,71,2
M621_J4_EB,12,20,145,19,13,3,4,85,5
M621_J3toJ2A_EB,9,17,283,52,0,13,13,82,4
M621_J4_EB,2,12,680,99,29,10,5,83,1
M606_J2toJ1,10,14,7,180,8,3,1,89,6
M621_J1_WB,4,15,193,62,6,24,0,97,6
M621_J7_EB,10,10,61,193,65,1,16,99,6
M621_J4_EB,1,8,86,28,72,1,8,65,2
M621_J7_EB,6,11,50,92,8,4,1,94,0
M606_J3toJ2,6,8,246,82,80,7,2,86,2
A38_M_NB,7,6,76,206,169,8,4,101,1
A38_M_NB,9,12,268,312,12,40,1,87,1
M606_J2toJ1,1,2,250,457,11,23,0,85,1
M621_J27_WB,9,19,58,273,6,7,4,85,4
A38_M_NB,1,6,90,53,11,18,4,73,2
M621_J4_WB,2,5,305,467,15,16,3,119,3
M621_J6_WB,9,21,464,101,4,4,5,89,3
M621_J4_WB,10,17,128,5,18,40,15,87,2
M621_J5toJ6_EB,4,2,210,310,10,7,42,93,2
M621_J3toJ2A_WB,9,2,261,33,16,7,7,98,5
M621_J5toJ6_EB,6,15,45,10,112,13,94,85,2
M621_J7_EB,7,11,13,81,18,4,2,107,5
M621_J4_EB,3,0,377,11,5,6,21,102,1
M621_J7toM1_EB,2,6,148,135,6,2,8,84,2
M621_J3toJ2A_EB,3,11,17,1,11,9,14,99,6
M621_J4_WB,4,15,349,175,6,0,23,86,6
M621_J27_WB,10,6,282,146,74,6,1,103,2
M621_J3toJ2A_EB,1,23,88,8,14,2,2,112,5
M621_J6_EB,3,16,10,62,11,1,0,112,1
M621_M1toJ7_WB,4,4,29,35,12,11,10,87,5
A38_M_NB,6,3,59,58,13,4,2,92,1
M621_J3toJ2A_EB,6,9,188,60,79,14,8,86,4
M621_J1toM62_WB,10,23,57,4,15,10,2,100,0
M621_J7toM1_EB,5,9,224,346,13,26,4,88,4
A38_M_NB,6,22,311,89,22,22,0,98,6
M621_J7_EB,1,4,75,145,5,3,8,88,2
A38_M_NB,10,3,34,397,11,25,3,73,6
M621_J6_WB,8,12,364,116,13,24,1,106,6
M621_J7toJ6_WB,9,7,252,116,49,15,3,87,4
M621_J5toJ6_EB,4,21,153,64,14,3,6,101,6
M621_J7toM1_EB,3,17,224,19,30,44,5,88,5
M621_J4_EB,1,9,209,204,12,25,44,90,0
M606_J3toJ2,9,8,225,40,19,7,5,85,2
M621_J7_EB,7,14,584,293,37,0,4,81,1
M621_J5toJ6_EB,4,14,81,126,15,17,2,103,6
M621_J7_EB,1,11,163,138,13,3,4,87,5
M621_J3toJ2A_EB,9,19,106,177,20,8,13,86,0
M621_J7_EB,6,18,517,227,46,8,1,104,2
A38_M_NB,6,9,56,207,30,7,87,110,4
M621_J7toM1_EB,3,20,347,129,3,4,5,83,0
M606_J1toJ2,10,20,93,9,3,10,8,80,4
M621_J6_WB,4,23,11,182,8,3,4,104,2
A38_M_NB,1,1,288,471,23,2,10,78,1
M621_J7toM1_EB,10,21,270,196,13,0,3,99,1
M621_J7toM1_EB,6,4,1270,335,14,18,2,87,1
M621_J7toM1_EB,6,5,73,269,3,17,7,3,0
M621_J3toJ2A_EB,9,21,16,327,13,31,13,81,4
A38_M_NB,4,9,182,169,16,26,5,173,3
A38_M_NB,9,9,184,22,111,2,31,84,3
M621_J4_EB,1,9,94,625,60,17,37,107,0
M621_J3toJ2A_EB,1,3,215,15,2,2,2,100,2
M621_J27_WB,4,13,160,542,32,8,11,92,1
A38_M_NB,10,14,522,4,64,33,4,82,5
M621_J7_EB,6,21,265,76,9,13,5,105,1
M621_J5toJ6_EB,9,6,169,40,11,6,3,93,3
M621_J7_EB,6,6,67,232,24,0,8,83,5
M621_J1toM62_WB,4,2,500,54,36,5,0,94,0
M621_J4_EB,10,15,1057,190,4,19,2,81,0
M621_J27_WB,10,20,36,121,18,7,13,80,4
M621_M1toJ7_WB,3,5,168,118,9,8,3,79,3
M621_J1toM62_WB,8,9,696,141,18,0,5,81,5
M621_J7_EB,10,21,245,177,35,2,4,85,2
M621_J3toJ2A_WB,3,23,145,242,11,1,3,98,3
M606_J3toJ2,6,6,477,530,15,0,0,84,4
M621_J1toM62_WB,9,6,593,125,15,22,4,85,0
M621_J1_EB,8,19,180,325,47,32,4,108,4
M621_J6_EB,9,17,323,202,2,23,4,72,5
M621_J4_WB,1,14,37,225,2,9,18,85,4
A38_M_NB,9,5,313,186,26,3,3,70,6
M621_J6_WB,8,17,111,73,19,3,4,83,4
M621_J1toM62_WB,9,6,705,246,4,6,9,111,0
M621_J1_EB,10,20,279,86,22,1,10,90,3
M621_J1_WB,3,22,168,200,191,1,4,97,0
A38_M_NB,3,7,270,158,4,11,0,88,5
M606_J3toJ2,11,12,25,14,6,2,2,90,6
A38_M_NB,4,5,58,3,18,25,5,81,5
M621_J1toM62_WB,4,13,233,13,2,7,0,85,1
M621_J3toJ2A_EB,7,10,480,73,6,23,0,85,6
M621_M1toJ7_WB,2,8,163,163,16,20,89,82,3
M621_J6_EB,11,21,67,403,11,1,20,80,4
M621_J3toJ2A_EB,7,16,323,453,32,36,14,90,5
M621_J1_WB,10,1,333,80,7,48,4,85,2
A38_M_NB,10,6,3,198,3,5,7,84,0
M621_J1_WB,5,14,50,0,13,21,4,76,0
M621_J3toJ2A_EB,1,2,257,50,9,18,6,90,4
A38_M_NB,3,8,16,215,22,19,6,93,3
M621_J7toJ6_WB,8,15,31,180,1,7,6,108,6
M621_J4_EB,9,23,14,99,19,1,1,81,6
M621_J1toM62_WB,4,15,101,48,16,29,2,87,1
M621_J6toJ5_WB,4,20,116,52,0,1,0,99,6
A38_M_NB,1,7,301,157,6,56,5,84,3
M621_J7_EB,10,17,37,26,8,17,1,91,1
A38_M_NB,9,13,132,66,84,4,8,83,6
M621_J1toM62_WB,9,1,88,73,10,1,2,81,2
M621_J3toJ2A_EB,6,5,208,149,15,32,3,90,3
A38_M_NB,11,5,250,15,10,5,5,103,2
M621_J4_WB,8,1,49,16,3,8,3,87,0
M621_J7toM1_EB,5,8,32,39,6,7,14,79,5
A38_M_NB,8,13,212,1152,45,64,18,68,4
A38_M_NB,7,4,494,280,10,6,13,80,5
M621_J4_WB,4,23,569,17,3,41,3,96,4
M621_J6_WB,4,6,278,460,107,18,10,82,2
M621_J1toM62_WB,12,18,169,50,17,7,1,82,2
M621_J1_EB,9,7,170,150,19,11,3,61,4
M621_J1_EB,10,16,133,26,56,11,2,88,3
M621_J7_EB,1,22,473,260,4,11,9,99,4
A38_M_NB,9,0,102,193,19,2,3,47,1
M621_J6toJ5_WB,9,22,94,74,6,3,2,69,1
A38_M_NB,3,3,602,757,11,10,1,71,5
M621_J7_EB,9,19,121,50,14,3,3,80,6
M621_J3toJ2A_EB,9,0,270,17,2,22,13,71,0
M621_J7_EB,9,7,336,56,17,3,2,69,0
A38_M_NB,8,12,450,67,18,17,4,63,3
A38_M_NB,3,13,555,122,7,13,9,62,1
M606_J1toJ2,7,8,45,246,17,1,11,80,0
M621_J2_WB,8,3,211,309,13,33,2,107,0
M621_J1toM62_WB,8,0,232,96,14,5,2,82,5
M606_J2toJ1,9,21,137,9,18,36,0,72,2
M606_J3toJ2,10,0,24,263,8,11,7,103,6
M621_J6_EB,6,18,624,436,2,1,3,85,4
A38_M_NB,11,6,28,333,12,110,1,80,2
M621_J7toJ6_WB,1,19,481,63,9,3,1,90,6
M621_J1toM62_WB,8,2,34,51,40,8,1,84,6
M621_J6_EB,7,16,221,23,7,8,1,113,2
A38_M_NB,8,21,6,203,18,7,4,66,3
M621_J6_WB,3,12,59,158,33,3,1,88,1
M606_J2toJ1,9,17,194,151,13,6,4,83,0
A38_M_NB,6,18,531,34,4,0,3,80,4
M621_J6_WB,9,2,273,434,11,16,0,82,2
M621_J3toJ2A_WB,10,11,136,157,42,2,6,57,1
M621_J4_WB,5,21,284,46,4,1,0,87,5
M621_J4_EB,1,17,67,379,40,3,9,81,4
M606_J1toJ2,6,5,187,20,11,109,2,87,5
M621_J1_EB,7,23,256,57,17,57,4,113,4
A38_M_NB,4,22,22,70,0,2,2,86,3
M621_J7toM1_EB,9,7,53,85,2,3,6,89,3
M621_J1toM62_WB,7,7,470,236,28,5,15,90,1
A38_M_NB,3,19,190,302,3,1,2,90,2
A38_M_NB,4,1,45,10,13,2,13,86,0
M621_J6_WB,8,18,326,138,3,11,1,72,2
M621_J1_EB,3,3,140,33,10,9,4,109,2
M606_J3toJ2,7,2,3,46,20,4,2,84,0
M621_J3toJ2A_EB,1,0,228,18,105,4,5,85,6
M621_J27_WB,9,9,196,12,51,26,0,14,1
M621_J4_EB,9,12,26,276,45,4,7,85,2
A38_M_NB,1,17,20,22,8,39,6,85,1
M621_J1_EB,7,0,266,29,2,4,1,87,3
M621_J7toM1_EB,9,3,24,23,306,3,4,70,3
M606_J1toJ2,9,3,107,3,7,2,8,84,5
M621_J1_EB,9,11,84,24,119,1,0,87,3
A38_M_NB,6,23,363,94,13,47,0,87,5
M621_J2_WB,4,2,15,161,15,4,3,103,5
M621_J1toM62_WB,11,23,332,7,11,8,14,83,3
M621_J1toM62_WB,5,12,326,66,13,7,3,104,3
M621_J1toM62_WB,2,9,57,9,32,13,4,85,3
M621_J4_WB,9,19,237,66,8,7,14,87,5
M621_J1toM62_WB,10,9,39,19,22,6,3,101,5
M606_J2toJ1,5,13,105,425,16,11,3,91,5
M621_J27_WB,1,15,674,91,17,19,4,82,4
M621_J7toM1_EB,9,7,33,67,14,1,3,87,4
M621_J27_WB,9,17,90,45,27,22,9,74,3
A38_M_NB,3,20,317,335,17,55,27,109,6
M621_J7_EB,4,13,20,384,8,1,7,89,4
M621_J7toM1_EB,7,22,38,408,74,1,4,69,4
M621_J1_EB,6,9,49,205,19,26,2,100,1
A38_M_NB,6,13,200,37,19,7,5,106,2
M621_J6toJ5_WB,10,19,56,49,14,7,39,93,4
M621_J1_EB,9,6,671,13,15,22,18,113,6
M621_J3toJ2A_EB,6,13,146,59,44,8,24,91,6
M621_J6_WB,8,1,287,195,15,7,8,88,1
M621_J27_WB,11,21,516,30,16,3,2,83,4
M606_J3toJ2,12,6,245,1159,17,3,0,88,1
M621_J7_EB,8,9,566,491,16,48,3,79,6
M621_J7toM1_EB,7,19,1198,508,12,39,3,83,5
M621_J4_WB,10,15,196,1073,15,8,17,72,6
A38_M_NB,4,21,240,210,14,56,2,89,6
A38_M_NB,8,21,284,543,14,15,2,90,6
M621_J3toJ2A_WB,8,5,60,181,4,11,25,101,6
M621_J6_WB,10,13,34,418,38,6,1,93,5
A38_M_NB,9,0,32,7,26,3,3,80,1
M621_J7toJ6_WB,6,18,63,640,350,29,2,66,0
M621_J7toM1_EB,8,22,14,156,15,12,0,111,2
M621_J6_WB,6,18,479,30,21,5,14,81,5
M621_J4_EB,6,2,407,1,8,6,8,86,0
M621_J1_WB,9,5,339,2,14,27,4,88,2
A38_M_NB,8,18,158,63,10,0,1,92,0
M621_J7toM1_EB,10,14,15,300,3,5,1,74,1
M606_J3toJ2,6,19,459,85,43,6,5,98,4
A38_M_NB,8,16,32,311,3,5,13,104,6
M621_J7toM1_EB,4,11,189,250,13,5,7,84,6
M621_J4_EB,9,2,619,160,44,23,9,103,4
M621_J7toM1_EB,4,21,55,31,57,27,7,75,3
M621_J7_EB,9,11,217,252,28,7,4,80,0
M606_J3toJ2,2,21,268,170,14,5,4,86,0
M621_J4_WB,10,8,333,239,25,21,3,101,4
M621_J4_EB,11,15,468,5,29,7,7,82,0
M621_J1toM62_WB,8,1,191,1164,58,21,7,92,1
M621_J3toJ2A_EB,8,13,540,462,14,4,12,74,4
M621_J3toJ2A_EB,9,12,52,80,2,46,1,80,2
A38_M_NB,3,9,19,268,7,1,1,81,1
A38_M_NB,9,15,170,99,6,51,39,87,3
M621_J3toJ2A_EB,9,3,194,24,7,8,4,80,6
A38_M_NB,4,17,188,92,4,19,2,110,1
M621_J6toJ5_WB,4,10,120,21,19,11,7,83,2
M621_J1toM62_WB,3,22,64,491,28,8,1,61,5
A38_M_NB,1,16,574,502,15,1,4,87,5
M621_J7_EB,12,15,133,441,57,2,31,75,4
A38_M_NB,10,10,390,32,5,13,12,79,2
A38_M_NB,1,15,187,52,36,6,9,83,5
M621_J6_EB,10,22,249,204,5,2,2,73,5
M621_J7toM1_EB,1,4,630,331,49,25,1,96,2
A38_M_NB,10,4,102,2,173,31,6,93,0
A38_M_NB,3,9,495,182,17,2,5,98,1
M621_J27_WB,8,11,198,86,6,8,3,80,0
M621_J1toM62_WB,4,15,125,22,26,6,10,110,6
M621_J7toM1_EB,9,22,68,54,10,15,4,107,1
M621_J1toM62_WB,1,4,126,138,44,5,1,90,0
M621_J4_WB,4,10,111,3,12,9,9,76,6
M621_J1_EB,9,12,23,173,10,1,3,97,3
A38_M_NB,4,9,224,261,4,1,7,93,1
M621_J4_WB,9,23,36,35,6,10,1,102,0
M621_J1toM62_WB,3,11,272,60,0,8,6,100,1
M621_J3toJ2A_WB,3,6,146,62,4,11,8,8,3
M621_J6toJ5_WB,8,1,220,5,10,6,9,91,1
M621_J1_EB,4,2,331,292,6,2,4,74,4
M621_J27_WB,9,11,288,67,10,2,33,102,4
M621_J2_WB,1,16,8,19,1,9,15,108,3
A38_M_NB,9,12,29,1104,5,4,2,109,0
M621_J4_WB,3,2,409,139,15,3,4,108,3
M621_J1toM62_WB,1,17,197,101,10,5,2,86,5
M621_J4_EB,6,11,100,39,38,8,3,90,2
M621_J7_EB,10,11,175,203,1,6,4,68,2
M606_J2toJ1,5,18,256,515,15,1,42,61,4
M621_J4_WB,9,6,149,22,2,7,1,57,1
M621_J3toJ2A_EB,9,9,173,81,10,5,9,102,4
M621_J3toJ2A_EB,9,9,14,218,2,1,3,85,5
M621_J7toM1_EB,7,2,195,32,18,12,0,82,1
M621_J1_EB,11,17,487,171,7,0,5,80,5
A38_M_NB,7,1,20,37,35,11,4,83,4
M621_J1_EB,12,11,146,158,4,23,1,57,4
A38_M_NB,3,23,131,449,4,14,3,87,6
M621_J7_EB,10,1,75,131,17,8,9,87,5
M621_M1toJ7_WB,8,17,71,39,17,0,1,88,3
M621_J6toJ5_WB,9,21,0,39,110,3,0,57,2
M621_J6_WB,3,3,210,39,17,32,3,89,1
M621_J4_EB,6,2,39,27,114,67,3,104,2
M621_J3toJ2A_WB,6,0,161,10,6,4,4,88,5
M621_J3toJ2A_WB,6,9,456,92,3,43,1,81,0
M621_J1toM62_WB,9,2,215,80,18,6,5,71,6
A38_M_NB,1,19,300,125,5,17,8,88,3
M621_J4_EB,8,3,246,68,21,11,25,88,0
A38_M_NB,8,7,258,145,1,14,23,57,0
M606_J1toJ2,4,16,171,34,14,4,2,98,5
A38_M_NB,3,16,532,51,19,6,13,84,3
M621_J2_WB,2,20,393,20,7,7,14,107,6
M621_J1_EB,4,17,180,150,3,32,8,85,3
M621_J1toM62_WB,4,5,23,329,15,45,1,110,5
M621_J3toJ2A_WB,4,22,9,124,7,2,3,87,1
A38_M_NB,1,4,52,789,44,7,7,86,2
M606_J2toJ1,9,3,356,11,5,5,3,80,5
M606_J1toJ2,12,1,67,16,17,8,0,48,5
M621_J7_EB,7,6,48,54,51,10,13,93,3
M621_J5toJ6_EB,6,16,46,265,13,8,5,80,3
A38_M_NB,4,14,52,42,17,7,0,83,3
M621_J7_EB,6,12,219,41,47,0,2,67,1
M621_J27_WB,6,5,95,342,11,10,3,85,3
M621_J6toJ5_WB,3,20,119,202,12,1,6,83,2
M621_J5toJ6_EB,10,8,58,242,17,2,11,90,5
M621_J1_EB,4,14,233,73,5,7,7,99,2
M621_J4_EB,1,11,9,187,31,1,13,74,0
M621_J4_EB,1,11,263,61,9,5,5,73,2
M621_J7toM1_EB,7,17,404,917,19,1,3,80,6
A38_M_NB,6,16,39,68,14,10,1,96,6
M621_J7_EB,9,3,254,623,1,8,3,85,1
M621_J1toM62_WB,6,13,207,106,1,17,6,90,3
A38_M_NB,9,9,373,51,9,6,13,87,3
M606_J3toJ2,10,18,456,118,18,1,4,83,4
A38_M_NB,8,8,189,148,15,7,0,75,5
A38_M_NB,1,14,499,52,1,5,89,87,4
M606_J2toJ1,3,21,188,190,12,37,13,69,1
M621_J1toM62_WB,4,15,247,186,7,24,90,60,1
M621_J4_WB,3,9,245,20,9,23,14,89,6
M621_J7toM1_EB,10,16,172,46,17,16,0,63,1
A38_M_NB,6,17,16,7,3,57,1,101,1
A38_M_NB,10,22,361,102,26,2,4,84,0
M621_J1toM62_WB,9,0,130,44,0,113,7,83,4
M621_J5toJ6_EB,2,4,284,158,6,0,31,71,0
M621_J7_EB,8,17,99,377,2,14,0,74,3
A38_M_NB,12,2,249,139,31,28,3,93,1
M621_J1_EB,8,7,15,25,5,5,8,100,2
A38_M_NB,10,16,221,22,3,8,2,63,2
M621_J1_WB,10,10,107,196,4,7,4,69,6
M621_J1_EB,10,11,777,622,64,4,19,74,0
M621_J3toJ2A_EB,10,2,435,79,4,2,35,104,6
